text,wordlen_mean,wordlen_std,wordlen_skew,wordlen_unique_mean,wordlen_unique_std,wordlen_unique_skew,wordlen_autocorr,wordunique_mean,wordunique_std,wordunique_skew,wordchange_mean,wordchange_std,wordchange_skew,worddist_max,worddist_shape,wordbias_mean,wordbias_std,wordbias_skew,wordbias_lines_mean,wordbias_lines_std,wordbias_lines_skew,chardist_max,chardist_shape,ngramdist_max,ngramdist_shape,charbias_mean,charbias_std,charbias_skew,charbias_words_mean,charbias_words_std,charbias_words_skew,unique_words,repeated_words,tripled_words,unique_chars,repeated_chars,tripled_chars,unique_ngrams,entropy,compression,zipf,flipped_pairs
Conlangs - Neo-Quenya - Technical - Europe-Taipei Wikia,5.71504903087234,2.8330014984281884,0.31386714966307483,6.362152293414091,2.6712497218829188,0.4235068027520373,-0.024927789176295637,1.266245112379959,1.0215340409759672,4.358937625799459,1.215440907196369,1.1753260880668301,3.428234535641735,14.42,1.936,1.7496973481984934,0.6085746980134153,-0.7746273639914685,1.7856100422276429,0.5888817958963883,-0.8652051418916626,0.1668469970325925,0.040640964548205295,173.19,4.388631953762094,0.4990374210980599,0.2711610476213557,2.986848196511887,0.66514789503726,0.27583942316013593,2.170953440702518,118.43,0.002271801298165004,0.0,23.95,0.021602416947564384,0.0,480.76,1.704747285054778,0.43418770367577036,4.128962010913126,0.037441697825083164
Conlangs - Toki Pona - Literary - NT - Sermon on the Mount,3.126906257630939,1.15531487380199,-0.23978688891677044,3.5272960418807644,1.1281754900796324,-0.18446238695105824,-0.19812187795968594,1.157793664698011,0.7751755107336845,2.525294161224475,1.1153726329265707,0.7782903578561093,2.4211830850698233,19.43,4.1156,0.9931295318949263,0.5342694054511252,1.0078282407039962,1.0134428950350638,0.5849664199146193,0.8542285076973646,0.20329652270056406,0.054758059528795394,125.86,8.65298145825076,0.46887467573895475,0.2105286841030082,1.2592245915780544,1.062317911496213,0.2943755682367539,1.251433800063782,47.63,0.008000826283692043,0.0,14,0.0,0.0,134.22,1.362485016195589,0.33891207559629627,3.5724862548178025,0.09428455074890289
Conlangs - Toki Pona - Technical - Turkey-Mexico Wikia,3.6062164027156585,1.8168145578472419,1.5550627908957486,4.5760229370338,2.1160469530269044,1.157949247678682,-0.12315679377364441,1.3064688948788883,0.9447974467816848,3.268513873330447,1.0084202196751395,0.6631355346087472,2.5527179909066713,25.04,4.522,1.013925220819597,0.6301273238469403,0.814607802666917,1.2237239343833661,0.6519254666080185,0.39894811838023597,0.162105777979759,0.043217290455173966,115.85,5.314019133596285,0.5124726105560021,0.31130018666269316,3.795470203900441,0.9001288808605338,0.28815875982736144,1.7339615519954656,54.78,0.0020046037639987946,0.0,22.52,0.004008616082371166,0.0,252.27,1.2797380592304588,0.3521738197159363,3.0719191186434203,0.10978238689005537
Conlangs - Volapuk - Literary - NT,4.579530132560219,2.420128276481428,0.6453893991718792,5.122958933395675,2.4219072995961834,0.47198492552132587,-0.1574031576968734,1.3618593907911396,1.0187629643707434,3.2022148305525806,1.1040067343298745,0.8823654293050723,2.9806859284136884,8.34,1.1972,1.7922191230741848,0.5651092729381947,-0.7651957588416239,1.819340399477782,0.5594446798262017,-0.914504439635199,0.14171575350536086,0.04394344067300249,123.21,3.7822369583854303,0.47793884356247907,0.24189482567806145,4.38009083485866,0.7600855952802713,0.2272730824672604,2.416682793424172,132.46,0.0017152792805100704,0.0,22.04,0.0011118147937882216,7.061099344828816e-05,432.74,1.74342082113378,0.4772205340687153,8.138887186334284,0.015104205028297549
Conlangs - Volapuk - Technical - History Wiki,5.374953033435208,2.757929946286811,0.3755399110910457,5.831685326533106,2.6792685654358204,0.3849400379034469,-0.14149474416013547,1.421181293798371,1.2847814888651048,3.7360064425281987,1.1444002870857637,1.1058943123554643,3.006465904173649,8.49,1.3972,1.8734249307904158,0.530315310765346,-1.025915097934288,1.880756845975424,0.5358285224251987,-1.1204819261158283,0.1216984824103269,0.04195814187006655,124.91,4.097051421626394,0.4901784838042475,0.2244424266297024,4.16744230220085,0.7911417334284135,0.25645447768466323,2.397151225430038,140.38,0.0,0.0,23.01,0.0009095186927613918,0.0,498.72,1.6405256656663323,0.46046794365148314,5.56566667073139,0.018829663710644057
Enciphered - Afrikaans_2v6c,5.37469272037051,3.2169930678240073,1.1103421519073648,6.573916255276017,3.2723567201058152,0.8204926120563186,-0.041258069444040944,1.19237554570576,1.1683387726935295,4.354963008707711,1.0418859504272562,0.9187410608617667,2.9824143720424634,18.95,2.6944,1.535678480308177,0.7214757838619161,-0.3330896298920466,1.556406206701162,0.7177045525677525,-0.37994740105265856,0.44770066310681605,0.09070455722656075,488.14,11.807344653540765,0.3185708691538834,0.18156266883903446,5.945180617161583,0.5085931272199666,0.1493570688394142,4.758387413737801,116.38,0.005483071648843984,0.0002967858362190899,10.87,0.13356433534549922,0.009110818013703934,208.67,2.000860260348903,0.3801503385419301,2.8095385731262845,0.04432257544703019
Enciphered - Afrikaans_addB,10.89617175923923,6.469636660390811,1.018313090402014,12.781489852509178,6.591346575440287,0.7953808143809398,-0.06026477158562764,1.152008117664528,1.2062039470643444,4.024836033808719,1.048689450146046,1.0040255572437573,3.0214369204244766,16.54,2.2184,1.6543556539155257,0.6457814229104812,-0.48575728254757233,1.6421848685896405,0.6809344876479188,-0.5788477308787412,0.49934308982326714,0.03771001394390987,1095.72,19.042276160661128,0.39366964371773194,0.2170815773117572,3.8435434147284497,0.4862984886784966,0.25847476598811714,2.241868535300239,123.05,0.0023341923523586654,0.00015,26.22,0.0,0.0,298.65,1.676573745924206,0.3248050238721702,4.093934931054473,0.01847768890138451
Enciphered - Afrikaans_affix,5.594714583617683,3.4545366537362017,0.8672957243023987,6.414878496202908,3.5339309100418625,0.6851643706194719,-0.08190077619243012,1.6545448415816209,1.760088037984928,3.7690044614193248,1.1116862312556568,1.2656386761182972,3.1287469597274273,11.91,1.8924,1.7163410833210058,0.6381232131271677,-0.6931374226521813,1.741039662742911,0.6224712681902813,-0.7631728532941274,0.14403499685039367,0.037258568861033736,158.16,3.298605997818652,0.4920129031273398,0.23042955760572198,4.143445420715187,0.7651056007439426,0.293520684553724,0.6994977917062241,131.88,0.0022095369096347163,4.878048780487805e-05,26.07,0.029364155272992885,6.977657896118725e-05,637.82,1.5437813910159486,0.46736566110911093,5.220638420560749,0.013962954369159519
Enciphered - Afrikaans_Alf,6.945021721637075,3.431601487777734,0.9523043251006211,7.944718029464011,3.4889304515486117,0.7358988020237938,-0.038315646019279025,1.188161504671343,0.7843920955849571,2.7938018932735638,1.018931479481923,0.6502316801741381,2.3555902074220945,17.02,2.2272,1.6106358293253222,0.683471349461423,-0.46307511196641893,1.647439308498733,0.6747090777749516,-0.5690254726587687,0.13099167980085663,0.035629817358833,184.25,4.141743933178416,0.5223547038997555,0.19657857917879454,4.71435988336678,0.9694444148330199,0.36317372313480917,0.9408532809613842,124.2,0.0010821579902424141,0.0,27.44,0.03297548079253704,9.127889348962985e-05,706.92,1.4697772840884742,0.4194768189827639,3.9638438520821566,0.018632116114450044
Enciphered - Afrikaans_Alfb,7.043769175276837,3.56891250526466,0.7570004299220143,8.139955134522314,3.5045696678559337,0.6556254467112497,-0.07983539039995166,1.2250763024639433,1.1163864963721948,5.164296150782138,1.1109007954805243,0.9970250729132136,3.2173443652008977,16.94,2.196,1.6046703224319023,0.6890934636657852,-0.45551742473121687,1.637001448085468,0.687383931705232,-0.5683962619017321,0.1311492344046597,0.03443309413660036,186.8,4.239159076048039,0.5295119092760039,0.19684323003120788,4.659919833249419,0.9763951431067769,0.3637445538291478,0.981962705728823,123.53,0.0019786184329917494,0.0,28.37,0.031565296518494775,3.988732776917022e-05,705.45,1.433625722625686,0.41885342184472824,3.6771876212318033,0.019651905782412542
Enciphered - Afrikaans_bigraph1,6.979058045541265,4.312599117686996,1.025213002168313,8.25181181136575,4.369881519166234,0.7892741061216392,-0.04338910049758354,1.4633835470251884,1.4739124903827525,4.576989891531693,1.0460957532859494,0.9790108767959533,3.1552040691348076,18.02,2.2124,1.6216592578033746,0.6898206114338254,-0.5162736605350662,1.6525518505988759,0.6819078358498583,-0.6175511028585873,0.165402811300247,0.059291607095501395,233.7,6.281492582996298,0.3780495660787436,0.17892935602954213,6.329978913987588,0.5395808155376337,0.2152282240525853,2.840590891110272,125.71,0.0035867030482023953,0.0009804635359786434,16.63,0.061823586761243755,0.0022069417689182707,501.08,1.915988416776249,0.41276119839455855,4.059124398252385,0.019611904398629934
Enciphered - Afrikaans_bigraph2,8.302228458873635,4.959309161361325,1.05458983618979,9.708919542395218,5.054855294394815,0.7925724269679648,-0.01067888021233701,1.2769546285571092,1.3120482939866005,4.4618255129668585,0.9787232698432666,0.841388134575122,3.437147948861268,16.31,2.2116000000000002,1.618528290924733,0.6832630600835978,-0.4895795538003065,1.644806288242349,0.679464725075163,-0.5807337952748002,0.40689751359284965,0.04837359092270687,682.81,9.792120935710457,0.35920481101187735,0.2255687787937457,3.9088978190068273,0.5100188578689243,0.22435074013868492,3.2747954309171394,123.95,0.0019328265352048664,0.00014925373134328358,20.46,0.14191457191486687,0.02160802040681877,412.12,1.9294810008737069,0.3717527668046491,3.7226174777483796,0.020628536979517477
Enciphered - Afrikaans_bigraph3,7.203297946956546,4.354852392111789,1.0725985249916492,8.568002036322904,4.414364105822156,0.8106606116041877,-0.043006233274397856,1.2290794782338705,1.201232340877357,4.296933818895566,1.012300926290731,0.8699671941190978,3.2231370836455238,18.89,2.422,1.590352318102241,0.6978760110002268,-0.42720728291423493,1.6244526312439582,0.6956915474605466,-0.5872684741560366,0.46829549095527695,0.049953735860376706,683.61,9.360827173743923,0.36386173236369096,0.2231708290171566,3.9921687721472328,0.5351951375475974,0.2180558507071211,2.9600348313506,121.73,0.00702852990542953,0.0016196293854414143,19.7,0.1544333708494332,0.03728807330076433,366.48,1.9376680939547997,0.3786653191098686,3.593016118167652,0.03442873185141032
Enciphered - Afrikaans_conflc,5.46275616898388,3.2363135519905004,1.0367882977479035,6.495597287818827,3.2795431250767786,0.7958812320993404,-0.060484683480761324,1.291164427650021,1.1859354471774217,4.186588731815966,1.0465053832804774,0.8423932879858977,2.7823368363284153,17,2.3364,1.5896829039877325,0.7013574607885582,-0.44489574303188417,1.640181394587997,0.6844967237394515,-0.5722546770697343,0.3142419921397996,0.0533192891235808,349.22,6.447849017365616,0.3836365098534508,0.24449881434500545,4.674141778368314,0.6017852455371311,0.2628533794576596,2.6216178064003373,122.75,0.0032942014578360842,0.0001465946170438889,18.5,0.08363760235678287,0.0043338715418733435,368.45,1.9306292926661355,0.4176313321786847,3.436784243893583,0.024380350778657137
Enciphered - Afrikaans_Crema,5.464008721022864,3.1921692453642625,0.986224350705499,5.953887674755453,3.1847857544916947,0.8614412608063935,-0.05137711303103647,1.4850624788525824,1.12338920712045,3.4480160903271275,1.042822691963513,0.7732774527481614,2.739051631775979,6.1,1.1272,2.015343057736126,0.4377736987591795,-1.7944925974011647,2.0244170029612674,0.4274879248054497,-1.9015335860439828,0.08832356816614709,0.02444483320809897,98.29,1.6244418159241578,0.5707391687955244,0.2688347500512065,2.92990737025395,0.7338732451123932,0.28629533506991117,1.7282919792098073,173.36,0.00029440875031091097,0.0,39.19,0.018060252995660303,1.8796992481203007e-05,1042.61,1.6848242938847977,0.6221669277929786,12.08378783118064,0.004058195992567299
Enciphered - Afrikaans_mCClass,5.151306041907741,3.003641922397518,1.0636180879561539,6.065417157314866,3.07982412078114,0.8098248803788121,-0.04836952761637357,1.317059135411586,1.162168119436661,3.876140728945992,1.0278780318717213,0.8173788672860561,2.776057620499561,17.94,2.2556000000000003,1.5860660617254874,0.6905563939296048,-0.4172054095014763,1.624158496490149,0.6829737291253045,-0.5395200843608923,0.21713072976759193,0.07155819577948068,227.01,6.770472206839039,0.35711736185591514,0.18181555718652323,6.471840288997182,0.5875323492107244,0.19703331082398942,2.77651854363446,122.59,0.005780269335852386,0.0020192307692307693,13.69,0.00021780973254326185,1.6750418760469013e-05,328.01,1.932914454375553,0.41615560706570914,3.296831538314902,0.026063323209163932
